"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1636152","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces","sp. SH-PL62"
"1632864","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctomyces","sp. SH-PL14"
"2527994","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Thalassoglobus","polymorphus"
"2527989","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Alienimonas","californiensis"
"2527995","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Symmachiella","dynata"
"2527996","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Crateriforma","conspicua"
"120","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus","limnophila"
"2528019","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus","ephydatiae"
"1891926","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Fuerstiella","marisgermanici"
"2527983","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Caulifigura","coniformis"
"2528026","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Maioricimonas","rarisocia"
"119","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Rubinisphaera","brasiliensis"
"2528007","Bacteria","Planctomycetota","Planctomycetia","Planctomycetales","Planctomycetaceae","Polystyrenella","longa"
"1210884","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","massiliana"
"114","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","obscuriglobus"
"1630693","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Gemmata","sp. SH-PL17"
"692036","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Tuwongella","immobilis"
"2528023","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Urbifossiella","limnaea"
"2774151","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Frigoriglobus","tundricola"
"2598579","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Limnoglobus","roseus"
"1123043","Bacteria","Planctomycetota","Planctomycetia","Gemmatales","Gemmataceae","Telmatocola","sphagniphila"
"1387353","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Paludisphaera","borealis"
"406548","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Aquisphaera","giovannonii"
"2527974","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Tautonia","plasticadhaerens"
"128","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Isosphaera","pallida"
"466153","Bacteria","Planctomycetota","Planctomycetia","Isosphaerales","Isosphaeraceae","Singulisphaera","acidiphila"
"1940790","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Sedimentisphaera","cyanobacteriorum"
"1941349","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Sedimentisphaera","salicampi"
"1851148","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Sedimentisphaeraceae","Limihaloglobus","sulfuriphilus"
"1936003","Bacteria","Planctomycetota","Phycisphaerae","Sedimentisphaerales","Anaerohalosphaeraceae","Anaerohalosphaera","lusitana"
"2807512","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Humisphaera","borealis"
"2528020","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Poriferisphaera","corsica"
"547188","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Phycisphaera","mikurensis"
"2527982","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","Mucisphaera","calidilacus"
"174633","Bacteria","Planctomycetota","Candidatus Brocadiia","Candidatus Brocadiales","Candidatus Brocadiaceae","Candidatus Kuenenia","stuttgartiensis"
"2596890","Bacteria","Planctomycetota","Candidatus Uabimicrobiia","Candidatus Uabimicrobiales","Candidatus Uabimicrobiaceae","Candidatus Uabimicrobium","amorphum"
"83554","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","psittaci"
"2494525","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","buteonis"
"1967783","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","poikilotherma"
"2766982","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","crocodili"
"813","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","trachomatis"
"83557","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","caviae"
"83555","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","abortus"
"1967782","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","serpentis"
"1457153","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","gallinacea"
"83556","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydia","felis"
"2681469","Bacteria","Chlamydiota","Chlamydiia","Chlamydiales","Chlamydiaceae","Chlamydiifrater","phoenicopteri"
"362787","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Candidatus Protochlamydia","amoebophila"
"389348","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Candidatus Protochlamydia","naegleriophila"
"83552","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Parachlamydia","acanthamoebae"
"1353976","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Parachlamydiaceae","Neochlamydia","sp. S13"
"2720720","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Rhabdochlamydiaceae","Candidatus Rhabdochlamydia","oedothoracis"
"71667","Bacteria","Chlamydiota","Chlamydiia","Parachlamydiales","Waddliaceae","Waddlia","chondrophila"
"2697043","Bacteria","Kiritimatiellota","Tichowtungiia","Tichowtungiales","Tichowtungiaceae","Tichowtungia","aerotolerans"
"1307763","Bacteria","Kiritimatiellota","Kiritimatiellia","Kiritimatiellales","Kiritimatiellaceae","Kiritimatiella","glycovorans"
"1930593","Bacteria","Candidatus Omnitrophota","","","","Candidatus Velamenicoccus","archaeovorus"
"2996785","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","sp. NMCA1"
"2813577","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","sp. SCHIC003"
"34","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","xanthus"
"83455","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","stipitatus"
"1297742","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcus","hansupus"
"1521117","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","sp. EGB"
"2996782","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","sp. NCRR"
"35","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","macrosporus"
"184914","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Corallococcus","coralloides"
"2813578","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Pyxidicoccus","sp. SCPEA002"
"83451","Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Archangium","violaceum"
"48","Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Archangium","gephyra"
"83453","Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Melittangium","boletus"
"43","Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Cystobacter","fuscus"
"41","Bacteria","Myxococcota","Myxococcia","Myxococcales","Archangiaceae","Stigmatella","aurantiaca"
"2918171","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","paludicola"
"404589","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","sp. Fw109-5"
"447217","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","sp. K"
"161493","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","dehalogenans"
"2918170","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter","oryzae"
"1391653","Bacteria","Myxococcota","Myxococcia","Myxococcales","Vulgatibacteraceae","Vulgatibacter","incomptus"
"56","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Sorangium","cellulosum"
"52","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Chondromyces","crocatus"
"2567896","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Polyangium","aurulentum"
"1882918","Bacteria","Myxococcota","","Polyangiales","Polyangiaceae","Pajaroellobacter","abortibovis"
"927083","Bacteria","Myxococcota","","Polyangiales","Sandaracinaceae","Sandaracinus","amylolyticus"
"1391654","Bacteria","Myxococcota","","Polyangiales","Labilitrichaceae","Labilithrix","luteola"
"2995304","Bacteria","Myxococcota","","Nannocystales","Nannocystaceae","Nannocystis","sp. fl3"
"80816","Bacteria","Myxococcota","","Haliangiales","Kofleriaceae","Haliangium","ochraceum"
"2809031","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Marinitoga","sp. BP5-C20A"
"1545835","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Marinitoga","sp. 1137"
"149715","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Marinitoga","piezophila"
"2108365","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Tepiditoga","spiralis"
"1006576","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Defluviitoga","tunisiensis"
"2984951","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Oceanotoga","sp. DSM 15011"
"69499","Bacteria","Thermotogota","Thermotogae","Petrotogales","Petrotogaceae","Petrotoga","mobilis"
"46541","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","melanesiensis"
"2571116","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","ferrireducens"
"2421","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Thermosipho","africanus"
"93466","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","pennivorans"
"2424","Bacteria","Thermotogota","Thermotogae","Thermotogales","Fervidobacteriaceae","Fervidobacterium","nodosum"
"1508419","Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","caldifontis"
"1508420","Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Thermotoga","profunda"
"57487","Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga","hypogea"
"119394","Bacteria","Thermotogota","Thermotogae","Thermotogales","Thermotogaceae","Pseudothermotoga","thermarum"
"1184387","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Mesotoga","prima"
"1236046","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Mesotoga","infera"
"651457","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Kosmotoga","olearia"
"1330330","Bacteria","Thermotogota","Thermotogae","Kosmotogales","Kosmotogaceae","Kosmotoga","pacifica"
"1441386","Bacteria","Thermotogota","Thermotogae","Mesoaciditogales","Mesoaciditogaceae","Athalassotoga","saccharophila"
"2899133","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Nanosynbacterales","Candidatus Nanosynbacteraceae","Candidatus Nanosynbacter","sp. HMT-352"
"2572088","Bacteria","Candidatus Saccharibacteria","Candidatus Saccharimonadia","Candidatus Nanosynbacterales","Candidatus Nanosynbacteraceae","Candidatus Nanosynbacter","featherlites"
"2841264","Bacteria","Candidatus Saccharibacteria","","","","Candidatus Minimicrobia","vallesae"
"2665156","Bacteria","Candidatus Saccharibacteria","","","","Candidatus Mycosynbacter","amalyticus"
"2735562","Bacteria","Candidatus Absconditabacteria","","Candidatus Absconditabacterales","Candidatus Absconditicoccaceae","Candidatus Absconditicoccus","praedator"
"2026885","Bacteria","Candidatus Bipolaricaulota","","","","Candidatus Bipolaricaulis","anaerobius"
"673862","Bacteria","","Candidatus Babeliae","Candidatus Babeliales","Candidatus Babeliaceae","Candidatus Babela","massiliensis"
"638849","Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Pyramidobacter","piscolens"
"428712","Bacteria","Synergistota","Synergistia","Synergistales","Dethiosulfovibrionaceae","Jonquetella","anthropi"
"651822","Bacteria","Synergistota","Synergistia","Synergistales","Aminobacteriaceae","Fretibacterium","fastidiosum"
"81468","Bacteria","Synergistota","Synergistia","Synergistales","Aminobacteriaceae","Aminobacterium","colombiense"
"1197717","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Cloacibacillus","porcorum"
"81462","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Thermanaerovibrio","acidaminovorans"
"108007","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Thermanaerovibrio","velox"
"81412","Bacteria","Synergistota","Synergistia","Synergistales","Synergistaceae","Aminomonas","paucivorans"
"3029084","Bacteria","Synergistota","Synergistia","Synergistales","Aminithiophilaceae","Aminithiophilus","ramosus"
"336261","Bacteria","Synergistota","Synergistia","Synergistales","Thermovirgaceae","Thermovirga","lienii"
"2763071","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Edaphobacter","sp. 4G125"
"2703788","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Edaphobacter","sp. 12200R-103"
"2051959","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Edaphobacter","lichenicola"
"1933044","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Edaphobacter","flagellatus"
"392734","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terriglobus","roseus"
"870903","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terriglobus","saanensis"
"1592106","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Terriglobus","albidus"
"2211140","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Acidisarcina","polymorpha"
"2602070","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella","sp. WH15"
"1617967","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella","sp. 5B5"
"940615","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella","tundricola"
"940614","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Granulicella","mallensis"
"33075","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Acidobacterium","capsulatum"
"1002689","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Occallatibacter","riparius"
"2763107","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Alloacidobacterium","dinghuense"
"658062","Bacteria","Acidobacteriota","Terriglobia","Terriglobales","Acidobacteriaceae","Candidatus Koribacter","versatilis"
"1473598","Bacteria","Acidobacteriota","Terriglobia","Bryobacterales","Bryobacteraceae","Paludibaculum","fermentans"
"2802971","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","sp. TBR-22"
"1855912","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea","pratensis"
"2821543","Bacteria","Acidobacteriota","Blastocatellia","","","Chloracidobacterium","validum"
"2851959","Bacteria","Acidobacteriota","Blastocatellia","","","Chloracidobacterium","aggregatum"
"2818388","Bacteria","Acidobacteriota","Holophagae","Acanthopleuribacterales","Acanthopleuribacteraceae","Sulfidibacter","corallicola"
"981385","Bacteria","Acidobacteriota","Holophagae","Thermotomaculales","Thermotomaculaceae","Thermotomaculum","hydrothermale"
"248039","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Mucispirillaceae","Mucispirillum","schaedleri"
"2352","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Flexistipitaceae","Flexistipes","sinusarabici"
"118000","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Geovibrionaceae","Denitrovibrio","acetiphilus"
"139438","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Geovibrionaceae","Geovibrio","thiophilus"
"477976","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Calditerrivibrionaceae","Calditerrivibrio","nitroreducens"
"197162","Bacteria","Deferribacterota","Deferribacteres","Deferribacterales","Deferribacteraceae","Deferribacter","desulfuricans"
